CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL,Unnamed: 11
226776,HY33NE 8001,"W W Scott: Westray, Orkney, Atlantic",Brig (19th Century),338000.0,1039000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 38 39,http://canmore.org.uk/site/226776,
226781,HY50SW 8004,"Unknown: Greenwall, Deerness, Orkney, North Sea",Brig (19th Century),350000.0,1000000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 50 00,http://canmore.org.uk/site/226781,
226830,HY60SW 8001,"Gipsy: Copinsay, North Sea",Schooner (19th Century),360000.0,1001000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 60 01,http://canmore.org.uk/site/226830,
226834,HY20NW 8022,"Albion: Point Of Oxan, Graemsay, Hoy Sound, Orkney",Ship (19th Century),324500.0,1006500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 245 065,http://canmore.org.uk/site/226834,
226835,ND69NW 8002,Ann Griffith: North Sea,Schooner (19th Century),363000.0,999000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 63 99,http://canmore.org.uk/site/226835,
226836,HY20NE 8074,"Clifton Hall: Hoy Sound, Orkney",Barque (19th Century),325000.0,1008000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 25 08,http://canmore.org.uk/site/226836,
226837,HY63SW 8002,"Henry: Hack's Ness, Sanday, Orkney, North Sea",Brig (19th Century),361500.0,1033900.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 615 339,http://canmore.org.uk/site/226837,
226839,ND28NE 8008,"Saxon: Duncan's Geo, Brims Ness, Hoy, Pentland Firth",Barque (19th Century),328700.0,987700.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 287 877,http://canmore.org.uk/site/226839,
226841,HY21NW 8007,"Unknown: Orkney, Atlantic",Craft (19th Century),,,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY  ,http://canmore.org.uk/site/226841,
226843,HY73NW 8006,"Columbus: Horse Geo, Tres Ness, Sanday, Orkney, North Sea",Brig (19th Century),371300.0,1037500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 713 375,http://canmore.org.uk/site/226843,
227291,ND38SE 8015,"Mary Grace: The Tails Of The Tarf, Swona, Pentland Firth",Schooner (20th Century),337900.0,983500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 379 835,http://canmore.org.uk/site/227291,
227309,HY20NW 8023,"Leicester City: Taing Of Selwick, Hoy, Hoy Sound, Orkney",Steam Trawler (20th Century),322012.0,1005864.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 22012 05864,http://canmore.org.uk/site/227309,
227312,HY20NW 8024,"Strathelliot: Taing Of Selwick, Hoy, Hoy Sound, Orkney",Steam Trawler (20th Century),322763.0,1005819.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 22763 05819,http://canmore.org.uk/site/227312,
227313,ND19NE 8003,"Siberite: Rora Head, Hoy, Atlantic",Steam Trawler (20th Century),317500.0,998900.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 175 989,http://canmore.org.uk/site/227313,
227325,ND29NW 8002,"Ross Puma: Rack Wick, Hoy, Orkney",Motor Trawler (20th Century),320700.0,998000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 207 980,http://canmore.org.uk/site/227325,
227331,ND39SE 8015,"Dinnington: Switha, Scapa Flow, Orkney",Steamship (20th Century),336000.0,990000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 36 90,http://canmore.org.uk/site/227331,
227385,ND48SW 8001,"Mary Roberts: Lother Rock, Pentland Firth",Schooner (20th Century),343600.0,982900.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 436 829,http://canmore.org.uk/site/227385,
227387,ND48SW 8002,"Dubbelman: Lother Rock, Pentland Firth",Steam Trawler (20th Century),343600.0,982900.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 436 829,http://canmore.org.uk/site/227387,
227389,ND48SE 8002,"Duna: Old Head, South Ronaldsay, Pentland Firth",Steamship (20th Century),347281.0,983436.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 47281 83436,http://canmore.org.uk/site/227389,
227419,ND49SE 8005,"Irene: Lime Banks, South Ronaldsay, Orkney, North Sea",Steamship (20th Century),348205.0,992691.0,ORKNEY ISLANDS,ORKNEY,SOUTH RONALDSAY,ND 48205 92691,http://canmore.org.uk/site/227419,
227511,HY20NW 8025,"Maranda: Kirk Rocks, Hoy Sound, Orkney",Motor Fishing Vessel (20th Century),323300.0,1008000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 233 080,http://canmore.org.uk/site/227511,
227515,HY20NW 8026,"Norholmen: Noust Of Nethertown, Hoy Sound, Orkney","Motor Fishing Vessel (20th Century), Obstruction (20th Century)",323720.0,1008120.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 23720 08120,http://canmore.org.uk/site/227515,
227581,HY52SE 8001,"Boy Graham: Rothiesholm Head, Stronsay Firth",Motor Fishing Vessel (20th Century),359000.0,1021000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 59 21,http://canmore.org.uk/site/227581,
227583,HY62SE 8005,"St Rognvald: Burgh Head, Stronsay, North Sea",Steamship (20th Century),369980.0,1023007.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 69980 23007,http://canmore.org.uk/site/227583,
227640,HY55SW 8002,"Bellavista: Fowl Craig, Papa Westray, The North Sound","Obstruction (20th Century), Steamship (20th Century)",350852.0,1054693.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 50852 54693,http://canmore.org.uk/site/227640,
227646,HY66SW 8002,Island Lass: North Sea,Motor Vessel (20th Century),361603.0,1064168.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 6160 6416,http://canmore.org.uk/site/227646,
227652,HY74SE 8008,"Aberdeen City: Start Point, Sanday, Orkney, North Sea",Motor Trawler (20th Century),379107.0,1043731.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 79107 43731,http://canmore.org.uk/site/227652,
227672,HY74SE 8009,"Fair Dawn: Start Point, Sanday, Orkney, North Sea",Motor Fishing Vessel (20th Century),378727.0,1043733.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 78727 43733,http://canmore.org.uk/site/227672,
227681,HY75SE 8012,"Mistley: Reef Dyke, North Ronaldsay, Orkney, North Sea",Steamship (20th Century),378900.0,1051800.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 789 518,http://canmore.org.uk/site/227681,
227781,ND39NE 8047,"Oceana: Scapa Flow, Orkney",Requisitioned Steam Tug (20th Century),,,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND  ,http://canmore.org.uk/site/227781,
227786,ND39SE 8017,"Alexandra Ii: Sound Of Hoxa, Scapa Flow, Orkney",Requisitioned Steam Tug (20th Century),339000.0,993000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 39 93,http://canmore.org.uk/site/227786,
227824,ND39SW 8020,"Rosa: Crock Ness, North Walls, Hoy, Scapa Flow, Orkney",Barque (19th Century),332100.0,993700.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 321 937,http://canmore.org.uk/site/227824,
227825,HY62SE 8006,"Louisa: Burgh Head, Stronsay, North Sea",Schooner (19th Century),369000.0,1022000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 69 22,http://canmore.org.uk/site/227825,
227826,HY64SE 8009,"Bayard: Styes, Sanday, Orkney, North Sea",Barque (19th Century),365000.0,1042000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 65 42,http://canmore.org.uk/site/227826,
227827,HY50SE 8003,"St Olaf: Stonehall, Deerness, Orkney, North Sea",Barque (19th Century),355000.0,1003000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 55 03,http://canmore.org.uk/site/227827,
227828,HY63NW 8003,"Anna: Bay Of Backaskaill, Sanday, Orkney, North Sea",Schooner (19th Century),364000.0,1038000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 64 38,http://canmore.org.uk/site/227828,
227829,HY62NE 8002,"Thomas Young: Papa Stronsay, Orkney, North Sea",Brigantine (19th Century),367000.0,1029200.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 670 292,http://canmore.org.uk/site/227829,
227830,ND48SE 8003,"Svalen: Liddle's Ayre, South Ronaldsay, Pentland Firth",Brig (19th Century),346000.0,983000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 46 83,http://canmore.org.uk/site/227830,
227831,ND38SE 8016,"Rifondo: The Tails Of The Tarf, Swona, Pentland Firth",Barque (19th Century),337900.0,983500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 379 835,http://canmore.org.uk/site/227831,
227832,HY52NW 8002,"Agil: Little Green Holm, Orkney",Barquentine (19th Century),352500.0,1026200.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 525 262,http://canmore.org.uk/site/227832,
227888,HY20NE 8015,"Fanny Saulfield: Graemsay, Hoy Sound, Orkney",Barque (19th Century),325000.0,1005000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 25 05,http://canmore.org.uk/site/227888,
227889,ND48NW 8008,"Agnes: Sand Wick, South Ronaldsay, Orkney, Pentland Firth",Brigantine (19th Century),343200.0,989000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 432 890,http://canmore.org.uk/site/227889,
227891,HY41NE 8002,"Ida: Helliar Holm, Shapinsay Sound, North Sea",Brigantine (19th Century),348500.0,1015500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 485 155,http://canmore.org.uk/site/227891,
227893,ND39NE 8049,"Lindley: Flotta, Scapa Flow, Orkney",Brig (19th Century),335000.0,995000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 35 95,http://canmore.org.uk/site/227893,
227932,HY40SE 8010,"Argyleshire: Howequoy Head, Holm Sound, Scapa Flow, Orkney",Ship (19th Century),346500.0,1000700.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 465 007,http://canmore.org.uk/site/227932,
227933,HY73NW 8007,"Peder Marius: Bay Of Newark, Sanday, Orkney, North Sea",Barque (19th Century),370000.0,1039000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 70 39,http://canmore.org.uk/site/227933,
227936,HY21SW 8005,"Admiral: Stromness, Orkney, Atlantic",Schooner (19th Century),320600.0,1013900.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 206 139,http://canmore.org.uk/site/227936,
227937,HY63SW 8003,"Freya: Spur Ness, Sanday, Orkney, North Sea",Barque (19th Century),360500.0,1033200.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 605 332,http://canmore.org.uk/site/227937,
227942,ND38NW 8006,"Laurel: Cantick Head, South Walls, Pentland Firth",Barque (19th Century),333000.0,989000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 33 89,http://canmore.org.uk/site/227942,
227943,ND39NE 8050,"Henrietta: Flotta, Scapa Flow, Orkney",Brig (19th Century),336000.0,995000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 36 95,http://canmore.org.uk/site/227943,
227945,HY75SE 8013,"Immanuel: North Ronaldsay, Orkney, North Sea",Brig (19th Century),376000.0,1053000.0,ORKNEY ISLANDS,ORKNEY,CROSS AND BURNESS,HY 76 53,http://canmore.org.uk/site/227945,
227946,HY75SE 8014,"Royal Oak: Bride's Ness, North Ronaldsay, Orkney, North Sea",Ship (19th Century),377000.0,1052000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 77 52,http://canmore.org.uk/site/227946,
227950,ND59NW 8008,"Son Of Rechab: Holm Sound, Scapa Flow, Orkney",Ketch (19th Century),350000.0,999000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 50 99,http://canmore.org.uk/site/227950,
227958,HY21NW 8008,"Sorores: Orkney, Atlantic",Lugger (19th Century),321000.0,1018000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 21 18,http://canmore.org.uk/site/227958,
227960,ND19SW 8001,Perseverance: Atlantic,Schooner (19th Century),,,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND  ,http://canmore.org.uk/site/227960,
227964,HY50NE 8034,"Harrier: Delwick, Deer Sound, Orkney",Smack (19th Century),356000.0,1009000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 56 09,http://canmore.org.uk/site/227964,
227980,HY62SW 8005,"Laura: Stronsay, Orkney, North Sea",Brigantine (19th Century),363000.0,1023000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 63 23,http://canmore.org.uk/site/227980,
227984,ND28NE 8009,"William: Tor Ness, Hoy, Pentland Firth",Craft (19th Century),325000.0,988000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 25 88,http://canmore.org.uk/site/227984,
227987,HY73NW 8009,"Triad: Tres Ness, Sanday, Orkney, North Sea",Lugger (19th Century),371100.0,1037500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 711 375,http://canmore.org.uk/site/227987,
227989,HY62NE 8017,"Active: Stronsay, Orkney, North Sea",Smack (19th Century),365000.0,1028000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 65 28,http://canmore.org.uk/site/227989,
227991,HY42NE 8001,"Atlantic: Rousay Sound, Orkney",Barque (19th Century),345000.0,1029000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 45 29,http://canmore.org.uk/site/227991,
227994,HY30SW 8015,"Unknown: Bring Deeps, Scapa Flow, Orkney",Craft (19th Century),330000.0,1002000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 30 02,http://canmore.org.uk/site/227994,
227995,HY20NE 8016,"Emerald: Stromness Harbour, Scapa Flow, Orkney",Lugger (19th Century),325600.0,1008500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 256 085,http://canmore.org.uk/site/227995,
227997,HY75SE 8015,"Garibaldi: Linklet Bay, North Ronaldsay, North Sea",Barque (19th Century),377000.0,1054000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 77 54,http://canmore.org.uk/site/227997,
227998,HY74SE 8010,"Athena: Start Point, Sanday, Orkney, North Sea",Barque (19th Century),377000.0,1043000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 77 43,http://canmore.org.uk/site/227998,
228009,ND59NW 8002,"Minerva: Rose Ness, North Sea",Schooner (19th Century),352000.0,998000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 52 98,http://canmore.org.uk/site/228009,
228014,ND38SE 8017,"La Plata: The Tails Of The Tarf, Swona, Pentland Firth",Brig (19th Century),337900.0,983500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 379 835,http://canmore.org.uk/site/228014,
228017,HY53NW 8001,"Unknown: Sound Of Faray, Orkney",Lugger (19th Century),354000.0,1037000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 54 37,http://canmore.org.uk/site/228017,
228194,HY41NE 8003,"Mary: Shapinsay, Wide Firth",Yawl (19th Century),345000.0,1018000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 45 18,http://canmore.org.uk/site/228194,
228196,HY51NW 8001,"Express: Shapinsay, North Sea",Lugger (19th Century),350000.0,1018000.0,ORKNEY ISLANDS,ORKNEY,SHAPINSAY,HY 50 18,http://canmore.org.uk/site/228196,
228198,HY74NE 8005,"Gunhild: Tofts Ness, Sanday, Orkney, North Sea",Barque (19th Century),376000.0,1046000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 76 46,http://canmore.org.uk/site/228198,
228199,HY43NE 8004,"Bloom: Westray, Orkney, Atlantic",Smack (19th Century),349000.0,1038000.0,ORKNEY ISLANDS,ORKNEY,WESTRAY,HY 49 38,http://canmore.org.uk/site/228199,
228200,ND39SW 8022,"Lizzie Bain: Fara, Scapa Flow, Orkney",Smack (19th Century),332000.0,994000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 32 94,http://canmore.org.uk/site/228200,
228201,HY41SE 8004,"Hermann: Craigiefield, Bay Of Weyland, Wide Firth, Orkney",Schooner (19th Century),345700.0,1012500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 457 125,http://canmore.org.uk/site/228201,
228203,HY62SW 8002,"Progress: Rothiesholm Head, Stronsay, Orkney",Ketch (19th Century),360800.0,1021100.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 608 211,http://canmore.org.uk/site/228203,
228205,HY63NW 8004,"Come On: Lamba Ness, Sanday, Orkney, North Sea",Lugger (19th Century),361400.0,1038100.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 614 381,http://canmore.org.uk/site/228205,
228206,HY72SW 8002,"Pearl: Stronsay, Orkney, North Sea",Lugger (19th Century),371000.0,1021000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 71 21,http://canmore.org.uk/site/228206,
228207,HY21NW 8009,"Tern: Bay Of Skaill, Orkney, Atlantic",Lugger (19th Century),323200.0,1019300.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 232 193,http://canmore.org.uk/site/228207,
228209,HY21NW 8010,"Douglas: Row Head, Orkney, Atlantic",Smack (19th Century),321856.0,1017833.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 2185 1783,http://canmore.org.uk/site/228209,
228220,HY42SW 8008,"Isabella: Eynhallow Sound, Orkney, Atlantic",Smack (19th Century),344000.0,1022000.0,ORKNEY ISLANDS,ORKNEY,EVIE AND RENDALL,HY 44 22,http://canmore.org.uk/site/228220,
228225,HY44SW 8014,Maggie: Westray Firth,Sloop (19th Century),343000.0,1040000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 43 40,http://canmore.org.uk/site/228225,
228267,HY41NE 8004,"Seiner: Shapinsay, Wide Firth",Lugger (19th Century),346000.0,1018000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 46 18,http://canmore.org.uk/site/228267,
228270,ND49SW 8008,"Hugh Roberts: Hoxa Head, South Ronaldsay, Scapa Flow, Orkney",Brig (19th Century),340200.0,992800.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 402 928,http://canmore.org.uk/site/228270,
228276,ND49SW 8009,"Christiania: St Margaret's Hope, South Ronaldsay, Scapa Flow, Orkney",Smack (19th Century),344800.0,994400.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 448 944,http://canmore.org.uk/site/228276,
228279,HY44SW 8002,"Hortensia: Skea Skerries, Westray Firth, Orkney",Barque (19th Century),344200.0,1040200.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 442 402,http://canmore.org.uk/site/228279,
228281,HY74SE 8011,"Frederic Eugene: Scuthvie Bay, Sanday, Orkney, North Sea",Barque (19th Century),377000.0,1044000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 77 44,http://canmore.org.uk/site/228281,
228285,HY54SE 8003,"Henry Florence: Red Head, Eday, The North Sound",Ketch (19th Century),357000.0,1040700.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 570 407,http://canmore.org.uk/site/228285,
228288,HY41SW 8015,"Catherine: Bay Of Kirkwall, Orkney",Smack (19th Century),344000.0,1013000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 44 13,http://canmore.org.uk/site/228288,
228290,HY41SW 8016,"Lizzie: Bay Of Kirkwall, Orkney",Smack (19th Century),344000.0,1013000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 44 13,http://canmore.org.uk/site/228290,
228293,ND48NE 8004,"Unknown: Wind Wick, South Ronaldsay, North Sea",Yawl (19th Century),346200.0,987000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 462 870,http://canmore.org.uk/site/228293,
228298,HY43NW 8002,"Ino: Westray Firth, North Sea",Steamship (20th Century),343000.0,1037000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 43 37,http://canmore.org.uk/site/228298,
228302,HY31SW 8070,Henry: Orkney,Craft (19th Century),,,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY  ,http://canmore.org.uk/site/228302,
228304,HY54SE 8004,"Gannet: Grey Head, Calf Of Eday, The North Sound",Steam Trawler (19th Century),357800.0,1040400.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 578 404,http://canmore.org.uk/site/228304,
228308,HY63SW 8004,"Memoria: Hack's Ness, Sanday, Orkney, North Sea",Barque (19th Century),361500.0,1033900.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 615 339,http://canmore.org.uk/site/228308,
228313,HY63NE 8003,"Sidon: Els Ness, Sanday, Orkney, North Sea",Barque (19th Century),367000.0,1037000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 67 37,http://canmore.org.uk/site/228313,
228319,HY43SE 8002,"Jolle: Holm Of Scockness, Rousay Sound, Orkney",Schooner (19th Century),345700.0,1031500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 457 315,http://canmore.org.uk/site/228319,
228344,HY22SW 8001,"Monomoy: Mar Wick, Orkney, Atlantic",Steamship (19th Century),322593.0,1024010.0,ORKNEY ISLANDS,ORKNEY,BIRSAY AND HARRAY,HY 22593 24010,http://canmore.org.uk/site/228344,
228345,HY50SE 8004,"Margrethe: Corn Holm, Copinsay, North Sea",Brigantine (19th Century),359700.0,1001700.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 597 017,http://canmore.org.uk/site/228345,
228348,HY41SW 8017,"Mary Traill: Kirkwall Harbour, Bay Of Kirkwall, Orkney",Schooner (19th Century),344900.0,1011300.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 449 113,http://canmore.org.uk/site/228348,
228353,HY63NE 8004,"Bianca: Bay Of Tresness, Sanday, Orkney, North Sea",Barque (19th Century),369800.0,1038700.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 698 387,http://canmore.org.uk/site/228353,
228357,HY75SE 8016,"Elgen: Linklet Bay, North Ronaldsay, North Sea",Steamship (19th Century),377000.0,1054000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 77 54,http://canmore.org.uk/site/228357,
228363,HY75NE 8012,"Jessie And Catherine: Seal Skerry, North Ronaldsay, Orkney, North Sea",Sloop (19th Century),378100.0,1056800.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 781 568,http://canmore.org.uk/site/228363,
228367,HY62SE 8007,"Festina Lente: Ingale Skerry, Tor Ness, Stronsay, North Sea",Barque (19th Century),367600.0,1020000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 676 200,http://canmore.org.uk/site/228367,
228370,HY63NW 8005,"Jessie Anderson: Lamba Ness, Sanday, Orkney, North Sea",Smack (19th Century),361400.0,1038100.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 614 381,http://canmore.org.uk/site/228370,
228373,HY62SW 8003,"Dewdrop: Swarf Skerry, Rothiesholm, Stronsay, Orkney",Steam Drifter (19th Century),361000.0,1023000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 61 23,http://canmore.org.uk/site/228373,
228376,HY30SE 8007,"Unknown: Swanbister Bay, Scapa Flow, Orkney",Craft (20th Century),335700.0,1004220.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 3570 0422,http://canmore.org.uk/site/228376,
228378,HY62NE 8003,"Meerents: Grice Ness, Stronsay, Orkney, North Sea",Schooner (20th Century),367400.0,1028400.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 674 284,http://canmore.org.uk/site/228378,
228382,ND49NE 8026,"Maggie: Water Sound, Scapa Flow, Orkney",Yawl (20th Century),346000.0,995000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 46 95,http://canmore.org.uk/site/228382,
228384,HY60SW 8021,Glengairn: North Sea,Steam Drifter (20th Century),364098.0,1002689.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 64098 02689,http://canmore.org.uk/site/228384,
228387,ND49SE 8006,"Argo: Kirkhouse Point, South Ronaldsay, North Sea",Schooner (20th Century),347300.0,990600.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 473 906,http://canmore.org.uk/site/228387,
229320,ND48NE 8006,"Georges Ville: Stews Taing, South Ronaldsay, North Sea",Barque (20th Century),346800.0,989600.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 468 896,http://canmore.org.uk/site/229320,
229323,HY55SW 8003,"Unknown: Holm Of Papa, The North Sound",Lugger (20th Century),350800.0,1052000.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 508 520,http://canmore.org.uk/site/229323,
229326,ND38NW 8008,"Charlotte: Cantick Head, South Walls, Pentland Firth",Barque (20th Century),334700.0,989700.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,ND 347 897,http://canmore.org.uk/site/229326,
229328,HY20NE 8017,"Unknown: Stromness Harbour, Scapa Flow, Orkney",Dumb Barge (20th Century),325600.0,1008500.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 256 085,http://canmore.org.uk/site/229328,
229330,HY50NE 8010,"Rob Roy: Sandside Bay, Deerness, Orkney, North Sea",Lugger (20th Century),359000.0,1006700.0,ORKNEY ISLANDS,NOT APPLICABLE,MARITIME - ORKNEY,HY 590 067,http://canmore.org.uk/site/229330,
